id,text,target,language,set,HS,TR,AG
31625,"El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta.    Para aquellos a los que no les gusten las devoluciones en caliente, la mejor manera de evitarlo es permitir a la GC que use armas de fuego. https://t.co/4tlMfDoUao vía @abc_es",mig,es,test,1,0,1
32175,Los tenían que devolver todos.!!  España devuelve a Marruecos a los 116 inmigrantes que asaltaron la valla de Ceuta - Libertad Digital https://t.co/NzhGggrTCL,mig,es,test,1,0,0
33605,@interiorgob @policia Como propone VOX: deportación inmediata de TODOS los ilegales. Ni un euro mas para inmigrantes que no vienen a trabajar sino a vivir de ayudas públicas que les regalan gobernantes traidores del @PSOE+PODEMO$. Basta ya de aprovecharse de los españoles https://t.co/9Epb9QNsoE,mig,es,test,1,0,1
33370,El Gobierno ha decidido devolver a Marruecos a los inmigrantes que ayer asaltaron la valla de Ceuta atacando con cal viva y excrementos humanos a la Guardia Civil.    Sin duda una decisión razonable que debe repetirse muchas veces. https://t.co/a3bcmaE4ar,mig,es,test,1,0,1
31811,«Estas actuaciones se basan en un acuerdo de inmigración en desuso firmado entre España y Marruecos en 1992».#Ceuta https://t.co/E3wZdKm7Kh,mig,es,test,0,0,0
30965,"#EquiparacionYa elementos disuasorios de masas, Protección,apoyo y remuneración a nuestras FYCSS.#NiUnoMasilegal   #EleccionesYa #YoApoyoaCusí #YoApoyoaUCO   El Gobierno expulsa a los 116 inmigrantes que saltaron la valla de Ceuta    https://t.co/9W15iMPEgu    Enviado desde @updayESP",mig,es,test,1,0,0
34307,"@AUGC_Comunica Los llevan años viviendo del cuento, ahora dicen esto de las concertinas. Eso no es ser compañero a claro como El Ministro dijo de quitarlas Pelotas AUGC. No OS fies de ellos No cubre cualquier Expediente si te Asocias Con ellos te dejan tirado. Lo se abajo Foto todo Mentira. https://t.co/Wp7AfDk7dJ",mig,es,test,0,0,0
32636,"@Mar153313 Siempre, y eternamente, ¡ARRIBA ESPAÑA¡ y por otro lado ¡fuera putos MOROS¡ de lado a lado, la PATRIA ESPAÑOLA, muy CRISTIANA. Cantos del CID al MORO asqueroso.",mig,es,test,1,0,1
32018,Cientos de inmigrantes asaltan la valla de #Ceuta y agreden a agentes de la #GuardiaCivil pero para la izquierda RADICAL y POPULISTA junto al #PSOE es más importante los derechos de estos ILEGALES que los propios guardias civiles. https://t.co/qJNc5SM8oP vía @elmundoes,mig,es,test,0,0,0
31328,"¿Cómo va a evitar @sanchezcastejon que vuelvan a atacar nuevamente? Necesitamos (como @vox_es defiende) un muro de hormigón, eliminaciones de las ayudas a inmigrantes ilegales y expulsar en caliente a TODO el que entre ilegalmente, no sólo a unos pocos.   #FronterasSeguras https://t.co/bmvDiG14m8",mig,es,test,1,0,1
32086,"@DANIELCUEVAS25 @24HorasTVN Cuando se agarren a alguien de tu familia te quiero ver llorar, hace unos días un Venezolano indocumentado mato a un artista Chileno, el problema es la inmigración descontrolada,piensa en eso.Aparte de escribir aca, ayudas a inmigrantes?Yo si,eso no quita q pueda analizar",mig,es,test,1,0,1
32568,"@malerzd @VeronicG__ @CeciliaAF1 @tere_marinovic Nada directamente en este tweet, pero es cosa de ver tu Timeline para ver como le tienen terror al inmigrante sudamericano.     Se te vienen los haitianos encima y te van a quitar el trabajo y a tu señora!",mig,es,test,1,0,1
33750,"New post: ""Trump aprovecha el asesinato de una joven a manos de un indocumentado para reavivar el debate de la inmigración"" https://t.co/tNjvwhuJxE",mig,es,test,0,0,0
30231,"Han pasado del macro recibimiento excepcional del aquarios,a la expulsión vía excepcional d los inmigrantes q saltaron la valla d ceuta. Vaya política d migración de @sanchezcastejon a base de bandazos improvisados. Donde no había problemas, los ha creado.  https://t.co/40FUBX99Vf",mig,es,test,0,0,0
30565,"El gobierno socialista expulsa en caliente a los 116 inmigrantes que saltaron la valla de Ceuta | Asalto a la valla de Ceuta https://t.co/5oiwC5nU7P Si se confirma la noticia, buena decision por primera vez de este gobierno en tema de inmigracion. esperando no sea la última",mig,es,test,0,0,0
33999,"Hola @sanchezcastejon .  Solo una pequeña idea para evitar los saltos de las vallas de las que habéis quitado las concertinas.  Ya sé que con la urgencia Nacional de los huesos de Franco no tienes otra cosa que hacer, pero esos camiones solo tiran agua, ni ácido ni mierda. De nada. https://t.co/J7oIrJDuvf",mig,es,test,0,0,0
30988,"Me parece perfecto que se expulse a los 116 inmigrantes violentos que agredieron ayer a la Guardia Civil en Ceuta. A partir de ahora, cualquiera que entre atacando, patada en el culo por encima de la valla. A ver si sentamos precedente.",mig,es,test,1,0,1
30128,"""Joven"" , moro, inmigrante ilegal ,violento asaltaviejas y la culpa la tienen ellas por pelearse con él por un collar https://t.co/o2Qp1dpPEv",mig,es,test,1,1,1
33669,Salto de valla ilegal y con violencia.   Expulsion inmediata.👍  @sanchezcastejon  El Gobierno expulsa a los 116 inmigrantes que saltaron la valla de Ceuta    https://t.co/loRSfkAtGU    Enviado desde @updayESP,mig,es,test,1,0,1
31740,@sanchezcastejon Estos que son peores que los que recibieron los ministros? Estos al no ser mediticos que se mueran de hambre. Estos no son tbn refugiados? Lamentable #Ceuta #HashtagDay,mig,es,test,0,0,0
32547,"@concontexto @Pakus23 @adrianferia7 @AntonioMaestre ""España devuelve a Marruecos a los 116 inmigrantes que saltaron valla de Ceuta"" Por una vez (y sin que sirva de precedente) aplaudo la decisión de Pedro Sánchez. No queremos negros delincuentes en nuestro país. Venga ¡A vuestra putta casa!",mig,es,test,1,0,1
33223,"@interiorgob @guardiacivil Vean y compren, baratas e igual de tiles que las que tienen sin concertinas y con ellas. Gracias.",mig,es,test,0,0,0
30016,"Se podrá haber devuelto a los salvajes ilegales a Marruecos.  Lógico.  Ellos ya han cobrado su dinero, dentro de unos meses los reenvían, cobran de nuevo subvenciones UE. y así hasta el infinito -  ¿Expulsados 116 inmigrantes que saltaron la valla de Ceuta? https://t.co/2ONMr6wMMO",mig,es,test,1,0,0
33777,"#SánchezLárgate    Los inmigrantes sin papeles con tarjeta sanitaria. Los españoles fuera de su comunidad, con un papel mojado.    En VOX se va a trabajar para que los españoles tengan una de las mejores sanidades del mundo, si no la mejor, como lo ha sido mucho tiempo. https://t.co/hrUQDkgVn5",mig,es,test,1,0,0
30061,"📢 España devuelve a Marruecos a 116 de los inmigrantes que saltaron la valla de Ceuta.    📢 Ya está bien! Son ataques a las FFSSEE, con heridos, ¿A qué debemos esperar?    #LaSilenciosaCat   #EleccionesYa  #AtaqueALaDemocracia  #NoEstaisSolos  https://t.co/tNTXTcnvd8",mig,es,test,0,0,0
33786,"@Pomps_LM @pablozeug @Emmanopla Siempre puede irse y dejar de ser sudaca, ah perdón es por nacimiento no por elección, aguántese entonces en el norte sería otra su historia",mig,es,test,1,1,0
32339,@lamoncloa gobierno español regresa a inmigrantes a Marruecos https://t.co/D9SwUwmeB4,mig,es,test,0,0,0
32225,La @guardiacivil debería contar con medios para defender las fronteras. De esta forma no sería necesario devolverlos.    En @elconfidencial: España devuelve a Marruecos a 116 de los inmigrantes que saltaron la valla de Ceuta https://t.co/mvRom62ygK,mig,es,test,0,0,0
33194,Prefiero salir bien del camp.nacional que bien seguir en la sudaca que solo es para anécdota y quedar desgastados en el camp.nacional y descender @ufro_deportes,mig,es,test,0,0,0
30949,"@PoliciaVLL Pues lo ideal seria, todo al mismo contenedor, luego contratar inmigrantes, ponerlos en una gran cadena y hala a separar. Resulta que reciclas el papel que has comprado y luego lo vuelves a comprar. Alguien se lleva el beneficio pero sin trabajar.",mig,es,test,0,0,0
31739,Marruecos readmite a los 116 inmigrantes que saltaron ayer la valla de Ceuta https://t.co/PjsQv0Nibk #CLMpressDigital https://t.co/dVUaPqEUcQ,mig,es,test,0,0,0
33936,"@benemeritosGC La solución es fácil, muro de hormigón de 3 metros de alto, garitas cerradas para vigilancia y por delante la valla actual con concertinas. No es caro, es cuestión de quererlo hacer.",mig,es,test,1,0,0
32598,Y donde está podemos y los periodistas afines para protestar ????El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta https://t.co/bPR9OIjhcK vía @abc_es,mig,es,test,0,0,0
30516,Sánchez quiere dejar nuestras puertas abiertas y él sigue con escolta.    #SánchezLárgate    Interior mantiene el plan de retirar las concertinas en Ceuta y Melilla https://t.co/KaMMaatcDV vía @elpais_espana,mig,es,test,0,0,0
34524,Los socialistas han expulsado en caliente a los 116 inmigrantes que saltaron la valla de Ceuta. Los mismos que en 2015 presentaron un recurso ante el Tribunal Constitucional contra las devoluciones en caliente. Esto decía @sanchezcastejon: https://t.co/d2d0v6anfS,mig,es,test,0,0,0
33082,"Nunca es tarde si la dicha es buena; en este caso abandonar el ""que bueno son los hermanos del colegio"" , el complejo , la demagogia barata, ante una cotidiana  invasión de  hordas hostiles #España #StopInmigracionilegal https://t.co/UdPU1vZWAb",mig,es,test,1,0,0
33603,"¡Por fin una buena noticia! La expulsión masiva de inmigrantes ilegales no debe ser la excepción, debe ser la norma habitual y urgente. Las presiones populares contra la inmigración ilegal en la UE surten efecto.👏👌 https://t.co/cxUfdDY6T8",mig,es,test,1,0,0
33994,📢 #ABCRecomienda El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta https://t.co/3TpSZI4a60 Por @Delsanz,mig,es,test,0,0,0
33013,Por primera vez veo una acción contundente contra inmigrantes que pretenden ingresasr a un país delinquiendo. https://t.co/1KuLvPVoFZ,mig,es,test,0,0,0
32522,@linternacope @cope_es Devolución exprés ahora y siempre. Y más concertinas y lo que haga falta para que no entren,mig,es,test,1,0,0
33508,"Primero eran los buenos,luego fueron cambiando y ahora que,que tienen que decir ahora El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta https://t.co/ILc0qVYpDC vía @abc_es",mig,es,test,0,0,0
31097,"@Osomiedo Es un principio aceptado que es siempre el que inmigra el que debe hacer el esfuerzo extra en integrarse. Aquí y en la Conchinchina. El estrés debe recaer siempre sobre el inmigrante. La cuestión es qué sucede en Catalunya al no ser, hoy por hoy, un Estado",mig,es,test,0,0,0
33535,"@pablocasado_ Pocas concertinas hay, electrificadas tenian que ser!",mig,es,test,1,0,0
33795,"El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta, y otras 5 noticias que debes saber hoy https://t.co/xpxuA3CjSL https://t.co/c1WJn1joj0",mig,es,test,0,0,0
33743,@caciena después sigo siendo un sudaca pero bueno,mig,es,test,0,0,0
32489,Los militantes del @PSOE ante la ¿política? inmigratoria del Gobierno: Acogemos al Aquarius:Fantástica muestra de solidaridad. No acogemos otra vez al Aquarius: normal. Saltan la valla en Ceuta:los acogemos!!(la semana pasada). Ayer vuelven a saltar la valla: hoy los devolvemos!!,mig,es,test,0,0,0
31847,"El asesinato de Tibbetts, supuestamente a manos de un inmigrante mexicano, provocó que @realDonaldTrump usara el tema para promover sus leyes migratorias. https://t.co/iwUa1cM3kJ",mig,es,test,0,0,0
32402,"1ro es el Per. luego lo dems. Los venezolanos no tienen el derecho de exigirnos a que los ayudemos a trabajar o a darles un hogar. Cuando un peruano inmigra a USA o Argentina, acaso exige que lo ayuden? no, l sale adelante solo #VlgameDios",mig,es,test,0,0,0
32091,"""El tema de los delitos cometidos a manos de inmigrantes indocumentados fue utilizado por Trump desde que anunció su candidatura a la presidencia de EE.UU."". https://t.co/JtSCbncSDk",mig,es,test,0,0,0
30230,"Menos mal que esto no lo ha hecho el PP, sería una monstruosidad. El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta https://t.co/D33MOBeN7H vía @abc_es",mig,es,test,0,0,0
32446,Un inmigrante subsahariano propina una brutal paliza a una joven en Ciudad Real por no dejarse besar https://t.co/Tzu8LUTtiQ,mig,es,test,0,0,0
32196,"elconfidencial: 200 inmigrantes saltan la valla de Ceuta y dejan varios agentes heridos por cal viva. VIENEN PORQUE SABEN QUE AQUI NO SE LES HARAN NADA PORQUE SOMOS TONTOS,AHORA PARECE QUE SI,Y PODRAN VIVIR DEL CUENTO Y TENDRAN DE TODO GRATIS Y SIN PEGAR NI GOLPE",mig,es,test,0,0,0
32656,"Mientras los inmigrantes ilegales invaden nuestro país y agreden violentamente a la Guardia Civil, Interior mantiene el plan de retirar las concertinas en las vallas de Ceuta y Melilla #SánchezLárgate https://t.co/FmsASTBRDC",mig,es,test,0,0,0
32603,luisansoler lo ha comentado en España expulsa a los 116 inmigrantes que saltaron valla de Ceuta | Noticias de Nacional en https://t.co/NeBqveOTkl https://t.co/Y48u61KRHC,mig,es,test,0,0,0
33780,INMIGRANTES | CEUTA  El Gobierno expulsa a los 116 inmigrantes que asaltaron ayer la valla de Ceuta  #noticiasdecadizymas #ceuta #inmigrantes #gobiernoespaña #amazingnoticiasymas https://t.co/cdC1sNVuZW,mig,es,test,0,0,0
33710,@_ElAguijon_ @OliverLaufer Te has dado cuenta que no hay concertinas para pasar de un pais a otro?,mig,es,test,0,0,0
30856,@EnfermoDiablo @marianofrecha @ltorrestoranzo Boca ya estaba clasificado para el repechaje por ser el mejor argentino en la Sudaca 14 (Riber ya estaba clasificado) pedazo de pelotudo. El q entro de rebote fue Estudiantes. Averigua un poco,mig,es,test,0,0,0
32352,"@SebastiaMDQ @gaston67588681 @jorgehalperin @viajeroviolento @FranciscoJULIEK ja ja y como conseguiste laburo en Alemania siendo un sudaca berzota coprofágico ? Alemania, lindo país, muy adelantado, sin el cáncer peronista es mucho más fácil progresar.",mig,es,test,0,0,0
30447,@gustavohlopez Holan le pega a la Conmebol y es poco inteligente x que nos pueden perjudicar? Ya lo hicieron en la Sudaca 2017 y en la primera fase de la Libertadores.,mig,es,test,0,0,0
32502,"@goslum Que Zp_2.0 le ha dicho a @interiorgob  que ahora las concertinas se llamaran ""MarlaskinAs, Marlaskinos o MarlaskinEs  dependiendo del lugar y disponga los de Pudimos",mig,es,test,0,0,0
33361,@_Lassana_ Me la has puesto como un tanque apuntando a un campanario negrata,mig,es,test,0,0,0
33904,"@matipochi Amigo hablá de la sudamericana, ni jugás esta copa.  Cuando hablemos de la sudaca te llamo.",mig,es,test,0,0,0
34399,"Ayer nos fuimos a tomar algo con los cumpas: Dos españoles, un ponja, un africano y un sudaca. Estamos para campaña de United Colours of Benneton. https://t.co/xGxsSxaucn",mig,es,test,0,0,0
32688,"Mollie Tibbetts, la joven asesinada en Iowa por un inmigrante indocumentado, murió por ""múltiples heridas penetrantes"" https://t.co/ZqGhYGnraF https://t.co/0vAN2O0BU2",mig,es,test,0,0,0
32484,"🔥Un inmigrante subsahariano propina una brutal paliza a una joven en Ciudad Real por no dejarse besar  #NanoMarlaska como siempre, desaparecido  Aumentan las agresiones de inmigrantes. ¡Llamad a más!  #EspañaSinLey  Así quedó el ojo de la víctima 👇     👇  https://t.co/cAohSLbX37 https://t.co/p7CjMYoArR",mig,es,test,1,1,0
30763,"@AlexTor1975 @sanchezcastejon Disfràcese de moro o negro, y al momento tiene resuelto el problema de espera, de verdad, mano de santo!. Nada como ser invasor, refugiado, o inmigrante en este paraíso terrenal. Ahora, si eres nativo del paraíso!!!!, Se te puede complicar la existencia!!!!.",mig,es,test,0,0,0
31517,"Mas riqueza cultural, un inmigrante subsahariano le da una paliza a una chica en Ciudad Real por no dejarse besar.   Como siempre las Feministas calladas como Frutas!!  https://t.co/UdMRoHa5Jw",mig,es,test,1,1,0
34419,"Desde q @sanchezcastejon #PSOE okupa @desdelamoncloa ha pasado de traer al #Aquarius cuando estaba a 700 millas náuticas, a usar un convenio con #Marruecos de 1992 para devolver en 24h a los 116 #inmigrantes q saltaron la valla de #Ceuta   Presidencia sin rumbo. Adicto al sillón!",mig,es,test,0,0,0
33155,El pacto entre Sánchez e Iglesias por los Presupuestos y la expulsión de los inmigrantes que saltaron la valla de Ceuta por parte del Gobierno centran las portadas y el resumen de prensa de este viernes.  https://t.co/vqPvJp7eoU https://t.co/0vMtBg4e1O,mig,es,test,0,0,0
31891,"Un inmigrante subsahariano propina una brutal paliza a una joven en Ciudad Real por no dejarse besar.    La chica subio despues a las redes sociales la imagen de su ojo.    Como dice Carmena: ""Han venido los mas valientes"", pero con las mujeres. https://t.co/yunSecwmzA",mig,es,test,1,1,0
32184,Inmigrante da una brutal paliza a una joven por no dejarse besar en Ciudad Real.#stopinvasion #YoSiTeCreo #NoesNo lo peor que no han salido a la calle las feminas del Twitter que tanto se indignaron con la salida de La Manda a la calle.,mig,es,test,1,1,0
30975,Concertinas amarillas.  Ahí lo dejo.,mig,es,test,0,0,0
30435,@RafaAlegrett @finallyxpablo Pero que pintada de cara has hecho tu? Sudaca de mierda. Que no tienes ni para comprar arroz muerto de hambre.,mig,es,test,1,1,1
34438,"Queremos el ejército en las fronteras y que se refuerce la valla, no queremos inmigración indeseada. A ver si se enteran de una vez.  #EleccionesYA https://t.co/WGe4bEqUBd",mig,es,test,1,0,0
31571,"Que Puta ,ahora resulta que todos los equipos por tiene un suspendido de años atras y gana por protesta en La Libertadores y Sudaca ,Palmeiras pio no tiene ahi uno también asi protestamos jaja!!",mig,es,test,0,0,0
31149,"Qu tal si los metis en vuestras casas y los manteneis vosotros, o mejor en la vuestro PAPA, mierda de cadena?Las 'soluciones' de los tertulianos de la COPE a la inmigracin: 'comprar' al rey de Marruecos y repoblar pueblos con subsaharianos",mig,es,test,1,0,1
33431,"Medios subjetivos que hablan de violencia cuando migrantes emplean ""mazos, cizallas y botellas con excrementos"" para saltar la valla. Pero llaman proporcionalidad y legalidad a concertinas que desgarran cuerpos, pelotas de goma que ahogan, CIEs que encierran y redadas que matan.",mig,es,test,0,0,0
32516,"Supongo que los telediarios se harán eco de esta noticia no @A3Noticias @noticias_cuatro @informativost5 ???   o lo váis a tapar? #inmigracion   #ViolenciaDeGenero existe en este caso? o el ""invento"" del género es para cuando conviene? https://t.co/T5dKttaclj",mig,es,test,0,0,0
30939,"El proyecto del @PSOE para una Espaa mejor es exhumar a Franco, abrir las fronteras quitando las concertinas y darle papeles a todo el que venga ilegalmente. Esto cuando no hay trabajo ni para los espaoles.#SanchezDimision",mig,es,test,1,0,0
31133,"Sabis cundo se tomarn medidas en la valla de Melilla? Efectivamente, cuando maten a varios inmigrantes. Entonces se la sudar a la pea. Y silencio.",mig,es,test,1,0,1
32652,@alcal_lidia Y con las piedras que haran casitas para los inmigrantes o la valla de Ceuta y Melilla ? Al menos los materiales que nos protejan de la chusma salvaje que nos invade. Seria la ultima batalla de Franco Post Mortem,mig,es,test,1,0,1
32015,El asesinato de una joven en Iowa por un hombre indocumentado está siendo utilizado a debate sobre la inmigración  https://t.co/Ij9JLkPi1s vía @A3Noticias,mig,es,test,0,0,0
33721,@FELxcina @Inori_Niichan @Sykii_ @RAY_Heco Creo que se os ha escapado un moro de la guardería de refugiados,mig,es,test,0,0,0
31310,"@IBleKz @Inori_Niichan @Sykii_ @RAY_Heco no metas a nadie ms en esto bro, disfruta la vida que son 2 das puede ser que maana un moro de la guardera de refugiados te parta una botella en la cabeza y haya terminado tu pattica existencia.",mig,es,test,1,0,0
31470,"Once meses antes de la desaparición de Mollie Tibbetts,  una adolescente de Virginia, Nabra Hassanen, musulmana, fue presuntamente asesinada por un inmigrante indocumentado. Ni Donald Trump ni la Casa Blanca han hablado públicamente de ese crimen https://t.co/4grvgPX2CA",mig,es,test,0,0,0
33651,@merce105 @leono39 @lisrebeldia @malditaternura @betoasaberatv Jajajaja ok veneca y sudaca también lo eres x si no te enseñaron en el colegio jajajja así terminan todos los venecos mostrando su real cara,mig,es,test,1,0,0
30005,#L6Ninmigraciones    Estefania Molina:    De rodillas ante el Moro ( el traidor Moro culpable de la invasion )    El Islam aplastarà a Cataluña,mig,es,test,1,0,1
30185,@CebaCega2 @seingantistenes @Christi36833350 @Alekrinora @catmyrfree @massaborrega @cositasmartinez @Aurantiacum @77populacho @Carmatpor @FreeyellowMarta @TyranoBerger @homo_politik @yosololodigo1 @hedonitt01 @Sargantania1 @Dan__Vader @lgoritme @laci_arroba @Jrgen27307674 @crmontoro @santsfree @Morafanova @Peio_Basque @El_Cortijo_UE @Anacleto0000000 @jlinares63 @Xerxiodpo @IV_Godofredo @Donpinpon2011 @brosky69 @GloriaFontLopez @DaredevilFlecha @Polarix01 @Tabarnesandaluz @stelledimare77 @silvia_yucca @crusellshelena @Francesc0657 @Ororo_Pride @lotsofblablablo @SimplyMontrose @ultrasRoures @Anarcoarriero @jjca1963 @billmarl93 @yolap95 @asturcona5 @lloverpez @Neo_Sas Vale. Donde ponemos las vallas con las concertinas electrificadas de 50 metros? Habrá que negociar la CCAA de Tabarnia y sus ftonteras,mig,es,test,0,0,0
33026,"@rouco64 @RosaFregi @pnique Aceituna Sudaca pinchada con un palillo,moviéndose en una silla de ruedas motorizada; no me representa. Fuera basura extranjera, retírenle el pasaporte por Judas y desagradecido.",mig,es,test,1,1,1
32354,"Jajaja insólito, contra viento y marea, lo quieren cansar al Muñeco del fútbol sudaca. https://t.co/P15V4ECsnu",mig,es,test,0,0,0
33182,@DadiMaravilloso @Yao98635182 @DalasReview Típico sudaca en subdesarrollo me parto 😂😂😊,mig,es,test,0,0,0
33845,El pendejin de Mierdilio ya me tiene hasta la madre. Lárgate ya puto sudaca @10_dominguez94,mig,es,test,1,1,1
30943,"Nos van a ganar la versión sudaca de los hermanos Koryoto, y uno es mi pobre angelito #River",mig,es,test,0,0,0
31918,dios que feliz y linda es la gente en europa y yo ac pudrindose en este pas sudaca del orto,mig,es,test,0,0,0
34199,@ElQuemaMarias te parece que un sudaca tatuado excelentemente bien dotado y carismático no es buen ejemplo?,mig,es,test,0,0,0
32268,"Cllate sudaca asqueroso, lrgate de mi pas.",mig,es,test,1,1,1
32421,@eldesconcierto LA VIEJA que dejó entrar miles de inmigrantes sin control Sanitario y sin papel de Antecedentes enfermedades que hacía 100 años habían desaparecido en Chile aparecieron sarampión el cólera el tifus enfermedades venéreas gracias a La Gorda que nos dejó en la ruina .Que dé la cara,mig,es,test,1,0,0
30828,@imanolgj Tenés las puertas abiertas de este país *SUDACA* para retirarte,mig,es,test,0,0,0
31608,"Entonces el cronograma es el siguiente (y ódienme, yo no tengo compromisos con nadie):  En la cuerda floja en Liga porque no ganamos.  Afuera en Copa, con Envigado.  Perdemos los clásicos por Sudaca.  Se pierden las esperanzas en Liga.  ""Ganes o pierdas"". Sale Sanguinario. Jodidos. https://t.co/mOoTBpPY96",mig,es,test,0,0,0
31702,INVASIÓN DE ESPAÑA CUANDO UN PUÑADO DE TRAIDORES Y TIRANOS LA DESGOBIERNA  Nuevo asalto a la valla de Ceuta: entran 200 inmigrantes ilegales https://t.co/Tj8ON3gHhl vía @Gaceta_es,mig,es,test,1,0,0
32201,"@dlacalle Mejor que se vaya a vivir este SUDACA RANCIO a Venezuela, pero con una sola condición, vivir entre los que no tienen nada y esta ASESINANDO su amigo el DICTADOR MADURO. Ni 5 minutos aguantas, y sabes porque. ECHENAZI.",mig,es,test,1,1,1
31902,Activista alemana proinmigracin cumple su sueo y es violada por un moro,mig,es,test,1,1,1
32090,"@Adicta999 Y también los que usan ""sudaca"".",mig,es,test,0,0,0
32182,@PabloHiriart Pues lárgate a tu sudaca país,mig,es,test,1,1,1
31758,"RT @xiomirb: ESPAÑA: Sobre lo que os decía de las enfermedades, la inmigración y el asalto a la valla de Ceuta   https://t.co/64Z80y2PWU",mig,es,test,0,0,0
32616,"En Europa, su partido expulsa en caliente a 116 subsaharianos. Supongo que eso es bastante parecido a un 'lárgate a tu puto país, negrata de mierda' https://t.co/Jy3TgqBr04",mig,es,test,1,1,1
31138,@JosepBorrellF No. Solo les dejamos que se arranquen la piel en la valla. Os estáis dando prisa en quitar las concertinas,mig,es,test,0,0,0
34106,"Cosas gestos hoy, por Leticia Martínez/ Ilustración: Leo Sudaka   https://t.co/fTGQGslHJz",mig,es,test,0,0,0
33334,A veces pienso que soy la reencarnación sudaca de Greta Gerwig en Frances Ha.,mig,es,test,0,0,0
31167,@_SantosTrinidad Todos los que apoyan la inmigración que se lleven un negro o un moro a sus casas.  HDLGP.,mig,es,test,1,0,0
31462,@IloveRA25 @AnnaCapriz1 @PatriciaBrito07 @Danteache @NancyMPanozzo Quédate donde estas donde te tienen como Sudaca y saca la bandera de la foto q de tan lejos no se defiende,mig,es,test,0,0,0
33843,@StarbucksMex reporta al número telefónico @TonyFranco28 no es la 1ra vez que esa sucursal los barristas son así pero no fueras una sudaca porque se desviven en atenderte #shamestarbucksmexico https://t.co/PRuX4p31wB,mig,es,test,0,0,0
30258,"Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!"" https://t.co/GesMDW5oRm",mig,es,test,1,0,0
33683,"@negrosantos13 hola puto sudaca, el Amrica que tanto amas no te hace en el mundo, les vales verga, ya regresate a tu mugrosa favela, chairo mama vergas.",mig,es,test,1,1,1
32315,@NetGics @VacuumArc26 @GioArteagaB_ @Alan_SqGgi @BenclausMCPE @MrSourdex @JoelYt25 @DeusTashy Por eso tonto depende de la calidad de imagen de tu celular pero de perdido se ve mejor tus ss que las de de un sudaca hacker,mig,es,test,0,0,0
30945,"Me da risa la gente que para ir a Estados Unidos soporta todos los tramites y ama ese pais a pesar de que lo traten como delincuente por ser sudamericano, pero se indigna porque en Argentina quieran controlar el ingreso de inmigrantes ilegales",mig,es,test,0,0,0
34158,"@Nabu_93 Date una vuelta por cualquier pas de Europa y cuando un grupo de fachas europeos te diga que eres una ""sudaca de mierda"" a lo mejor te da conciencia racial y te das cuenta de que eres ridicula por decirte facha y ser latina.",mig,es,test,0,0,0
33415,"Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!""    Pues yo quiero que no tengan posibilidad de entrar y que la @guardiacivil se pueda defender.    https://t.co/moTpVNiAYj",mig,es,test,1,0,0
33205,"Pero Marlaska cielo, cuando vas a quitar las concertinas que puso en su día el PSOE y que decías ibas a quitar? https://t.co/qiKfXbS1k3",mig,es,test,0,0,0
34483,"Mira por donde coincidimos en algo, yo también quiero fuera a un gobierno okupa que ha saltado la valla de Moncloa con @sanchezcastejon  Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!""    https://t.co/E4eFMGRTcI",mig,es,test,0,0,0
31346,"@TheTermoPeople Te van a echar del primer mundo, sudaca salvaje",mig,es,test,1,1,1
31989,Varios inmigrantes sirios matan a un hombre de 35 años que defendió a una chica a la que estaban abusando sexualmente.  La #Alemania de #MerKel como en un futuro próxima la #España del okupa @sanchezcastejon   https://t.co/xm1ORck1sI,mig,es,test,1,0,1
33654,"Marlaska, sobre los inmigrantes que asaltaron la valla en Ceuta: ""¡Les quiero fuera ya!"" asi se habla.Basta ya d demagogia con q hay q ser Teresa d Calcula. Si te atacan, largo!!!!",mig,es,test,1,0,0
34161,@sninobecerra Ahora con l@s refugiad@s que van a acojer en FRA seguro que cubren todas las vacantes. E incluso habrá excedente de recambio. ¿Que no?,mig,es,test,0,0,0
33083,"@xesfur @DelRojerioMeFio O seguiría con panchito y sudaca. La cuestión es que la misma cadena, en este caso Telecinco, saca una serie de éxito en base a reinventar motes para gente latina, o gays o lo que sea.",mig,es,test,0,0,0
32587,"@GPPopular @JoseRa_Ghdez @Congreso_Es Vosotros si, con concertinas y devoluciones en caliente.",mig,es,test,0,0,0
34545,"El @psoe que prometió acabar con las concertinas y las devoluciones en caliente, gira de nuevo y #marlaska, ministro de @sanchezcastejon, ordena: “les quiero fuera ya”, vía @elmundoes. Me uno. A este Gobierno le #QuieroFueraYa",mig,es,test,0,0,0
32277,@tanomoron Síii. El famoso Tony Soprano..Sudaka,mig,es,test,0,0,0
